Autauga County, Alabama 36051 36003 36008 36758 36006 36066 36091 36022 36701 36703 36068 36749 36067 Pine Level CDP Autaugaville town Marbury CDP Prattville city Millbrook city Billingsley town
Harlan County, Nebraska 68949 68982 68920 68971 68967 68969 68960 68966 68977 Republican City village Alma city Oxford village Ragan village Huntley village Orleans village Stamford village
Hayes County, Nebraska 69169 69040 69045 69024 69134 69032 Hamlet village Palisade village Hayes Center village
Hitchcock County, Nebraska 69040 69001 69045 69043 69038 69044 69024 Palisade village Culbertson village Stratton village Trenton village
Holt County, Nebraska 68711 68764 68780 68763 68766 68726 68734 68742 68725 68713 68735 68746 Page village Stuart village Chambers village Ewing village O'Neill city Emmet village Atkinson city Inman village
Hooker County, Nebraska 69167 69152 Mullen village
Howard County, Nebraska 68803 68873 68872 68817 68875 68882 68820 68864 68831 68824 68835 68838 68816 Cushing village Farwell village Howard City village Cotesfield village St. Paul city Elba village St. Libory CDP Dannebrog village
Jefferson County, Nebraska 68310 68352 68429 68424 68342 68303 68341 68370 68377 68440 68350 68464 68338 68453 Steele City village Diller village Harbine village Jansen village Endicott village Reynolds village Plymouth village Daykin village Fairbury city
Johnson County, Nebraska 68348 68378 68448 68301 68332 68450 68324 68447 68329 68443 Crab Orchard village Cook village Tecumseh city Sterling village Elk Creek village
Kearney County, Nebraska 68959 68945 68982 68956 68932 68924 68840 68972 68939 68845 68847 68947 68981 68952 Minden city Heartwell village Axtell village Wilcox village Norman village
Keith County, Nebraska 69144 69155 69121 69147 69122 69146 69153 69127 Keystone CDP Lemoyne CDP Brule village Sarben CDP Martin CDP Roscoe CDP Paxton village Belmar CDP Ogallala city
Keya Paha County, Nebraska 68778 68753 Springview village Burton village
Kimball County, Nebraska 69133 69128 69145 Dix village Kimball city Bushnell village
Knox County, Nebraska 68764 68729 68769 68789 68724 68786 68773 68730 68760 68718 68783 Creighton city Bazile Mills village Center village Crofton city Wausa village Niobrara village Santee village Verdigre village Winnetoon village Bloomfield city Verdel village Lindy CDP
Lancaster County, Nebraska 68317 68461 68404 68521 68339 68301 68516 68531 68465 68423 68504 68430 68523 68065 68502 68017 68588 68520 68542 68526 68368 68372 68517 68331 68366 68003 68528 68524 68336 68510 68527 68529 68360 68503 68438 68462 68532 68358 68508 68333 68501 68428 68522 68507 68512 68506 68505 68514 68402 68419 Panama village Denton village Waverly city Yankee Hill CDP Sprague village Hallam village Firth village Hickman city Walton CDP Malcolm village Raymond village Roca village Bennet village Lincoln city Davey village
Lincoln County, Nebraska 69169 69029 69138 69123 69170 69101 69132 69038 69143 69025 69120 69165 69151 69103 69039 69163 Wallace village Sutherland village Brady village Wellfleet village Maxwell village Hershey village North Platte city
Logan County, Nebraska 69120 69163 Stapleton village Gandy village
Loup County, Nebraska 68813 68823 68874 68879 Taylor village
McPherson County, Nebraska 69165 69167 69101 69155 Tryon CDP
Madison County, Nebraska 68642 68644 68715 68701 68781 68752 68702 68758 68748 Battle Creek city Norfolk city Meadow Grove village Madison city Tilden city Newman Grove city
Merrick County, Nebraska 68638 68872 68801 68864 68826 68640 68663 68827 68628 68816 Clarks village Central City city Archer CDP Chapman village Palmer village Silver Creek village
Morrill County, Nebraska 69336 69301 69131 69353 69148 69125 69334 69331 Bridgeport city Broadwater village Bayard city
Nance County, Nebraska 68627 68638 68660 68882 68864 68663 68640 68623 Belgrade village Genoa city Fullerton city
Nemaha County, Nebraska 68421 68414 68321 68305 68448 68378 68348 68379 68442 68320 68376 Johnson village Brownville village Peru city Nemaha village Auburn city Julian village Brock village
Nuckolls County, Nebraska 68335 68974 68943 68957 68961 68964 68938 68978 68942 68934 68935 Lawrence village Ruskin village Hardy village Superior city Nelson city Nora village Oak village
Otoe County, Nebraska 68317 68461 68448 68301 68413 68417 68421 68307 68446 68382 68454 68320 68418 68346 68379 68329 68344 68410 68455 68347 68324 68443 Syracuse city Talmage village Burr village Palmyra village Dunbar village Douglas village Lorton village Unadilla village Otoe village Woodland Hills CDP Nebraska City city
Pawnee County, Nebraska 68441 68381 68323 68420 68345 68380 68458 68447 68376 Pawnee City city Du Bois village Lewiston village Steinauer village Burchard village Table Rock village
Perkins County, Nebraska 69169 69155 69033 69168 69122 69140 69153 69134 69150 Venango village Madrid village Elsie village Grant city
Phelps County, Nebraska 68949 68982 68924 68845 68863 68927 68940 68923 68958 68836 Bertrand village Funk village Holdrege city Loomis village Atlanta village
Pierce County, Nebraska 68729 68738 68769 68781 68701 68767 68771 68786 68765 68752 68747 McLean village Hadar village Foster village Osmond city Plainview city Pierce city
Platte County, Nebraska 68642 68644 68653 68660 68601 68602 68647 68643 68631 68758 68640 68634 68748 Tarnov village Columbus city Cornlea village Lindsay village Newman Grove city Monroe village Creston village Duncan village Platte Center village Humphrey city Lakeview CDP
Polk County, Nebraska 68316 68601 68367 68654 68666 68662 68663 68628 68651 Osceola city Polk village Shelby village Stromsburg city
Red Willow County, Nebraska 69026 69001 69022 69020 69034 69046 69036 Lebanon village Bartley village McCook city Indianola city Danbury village
Richardson County, Nebraska 68355 68337 68442 68345 68431 68433 68437 68457 68376 Rulo village Shubert village Barada village Verdon village Humboldt city Dawson village Salem village Stella village Falls City city Preston village
Rock County, Nebraska 68823 69217 68714 68759 Bassett city Newport village
Saline County, Nebraska 68343 68359 68339 68406 68424 68405 68465 68341 68445 68464 68333 68453 Dorchester village Wilber city Friend city Western village Crete city Tobias village Swanton village De Witt village
Sarpy County, Nebraska 68128 68133 68136 68056 68059 68138 68005 68113 68046 68147 68123 68028 68157 68069 Bellevue city La Vista city Gretna city Richfield CDP La Platte CDP Springfield city Papillion city Chalco CDP Offutt AFB CDP
Saunders County, Nebraska 68040 68042 68648 68003 68064 68018 68050 68025 68073 68036 68033 68041 68066 68070 68015 68065 68366 68017 Ithaca village Weston village Morse Bluff village Wahoo city Mead village Ceresco village Ashland city Malmo village Valparaiso village Wann CDP Colon village Yutan city Leshara village Memphis village Prague village Cedar Bluffs village
Scotts Bluff County, Nebraska 69357 69355 69358 69341 69361 69334 69352 69356 Minatare city Terrytown city Mitchell city Morrill village Lyman village Scottsbluff city McGrew village Gering city Henry village Melbeta village
Seward County, Nebraska 68313 68359 68339 68669 68364 68423 68456 68065 68343 68314 68460 68405 68330 68439 68434 68528 68360 68367 68428 Staplehurst village Utica village Garland village Beaver Crossing village Seward city Milford city Tamora CDP Bee village Cordova village Pleasant Dale village Goehner village
Sheridan County, Nebraska 69360 69301 69333 69335 69351 69347 69340 69365 69337 69343 Hay Springs village Gordon city White Clay CDP Rushville city Clinton village
Sherman County, Nebraska 68817 68869 68844 68820 68853 68852 68815 68871 Rockville village Litchfield village Ashton village Hazard village Loup City city
Sioux County, Nebraska 69301 69354 69357 69358 69339 69346 69348 69361 69356 Harrison village
Stanton County, Nebraska 68701 68779 68768 68641 68643 68631 68629 68748 Woodland Park CDP Stanton city Pilger village
Thayer County, Nebraska 68315 68327 68335 68326 68362 68429 68322 68375 68340 68303 68370 68325 Hebron city Carleton village Belvidere village Hubbell village Gilead village Bruning village Davenport village Deshler city Byron village Chester village Alexandria village
Thomas County, Nebraska 69161 69166 69142 69163 Thedford village Halsey village Seneca village
Thurston County, Nebraska 68038 68071 68055 68067 68039 68062 68784 68733 68047 68020 Rosalie village Macy CDP Pender village Emerson village Winnebago village Walthill village Thurston village
Valley County, Nebraska 68823 68859 68815 68837 68862 Arcadia village North Loup village Ord city Elyria village
Washington County, Nebraska 68029 68002 68068 68064 68034 68112 68007 68008 68122 68025 68152 68031 68044 68142 68023 Fort Calhoun city Fontanelle CDP Herman village Washington village Kennard village Blair city Arlington village
Wayne County, Nebraska 68723 68790 68745 68771 68768 68740 68791 68784 68733 68047 68787 Winside village Sholes village Carroll village Hoskins village Wakefield city Wayne city
Webster County, Nebraska 68928 68930 68932 68957 68942 68970 68952 Red Cloud city Inavale CDP Bladen village Cowles village Guide Rock village Blue Hill city
Wheeler County, Nebraska 68665 68636 68622 68637 68725 68735 Ericson village Bartlett village
York County, Nebraska 68316 68371 68979 68367 68351 68460 68365 68319 68666 68467 68843 68654 68354 68401 Bradshaw village Waco village York city McCool Junction village Benedict village Thayer village Lushton village Henderson city Gresham village
Churchill County, Nevada 89496 89408 89406 89407 Fallon Station CDP Fallon city
Clark County, Nevada 89138 89018 89002 89032 89033 89111 89115 89132 89112 89162 89147 89085 89146 89027 89170 89118 89074 89031 89140 89122 89148 89166 89054 89006 89155 89040 89136 89131 89151 89130 89107 89180 89019 89149 89191 89044 89081 89157 89113 89126 89005 89036 89102 89016 89129 89029 89156 89004 89119 89141 89173 89046 89039 89103 89037 89139 89153 89014 89087 89135 89110 89052 89142 89009 89021 89165 89128 89154 89133 89183 89114 89195 89160 89169 89117 89015 89124 89007 89152 89025 89104 89084 89116 89101 89199 89123 89011 89178 89179 89144 89034 89161 89158 89125 89030 89105 89086 89120 89193 89150 89024 89143 89012 89127 89106 89121 89145 89137 89028 89053 89134 89077 89109 89108 Moapa Valley CDP Bunkerville CDP Las Vegas city Spring Valley CDP Mount Charleston CDP Indian Springs CDP North Las Vegas city Sunrise Manor CDP Goodsprings CDP Nellis AFB CDP Summerlin South CDP Laughlin CDP Blue Diamond CDP Boulder City city Paradise CDP Henderson city Enterprise CDP Winchester CDP Sandy Valley CDP Nelson CDP Whitney CDP Cal-Nev-Ari CDP Searchlight CDP Moapa Town CDP Mesquite city
Douglas County, Nevada 89701 89705 89413 89460 89410 89411 89449 89423 89448 89444 East Valley CDP Fish Springs CDP Kingsbury CDP Gardnerville CDP Stateline CDP Zephyr Cove CDP Ruhenstroth CDP Genoa CDP Lakeridge CDP Topaz Lake CDP Glenbrook CDP Topaz Ranch Estates CDP Indian Hills CDP Skyland CDP Carter Springs CDP Logan Creek CDP Minden CDP Gardnerville Ranchos CDP Round Hill Village CDP Johnson Lane CDP Double Spring CDP
Elko County, Nevada 89801 89833 89826 89835 89821 89822 89830 89803 89828 89834 89815 89823 89883 89831 89825 89832 Spring Creek CDP Jackpot CDP Elko city Osino CDP Carlin city Lamoille CDP West Wendover city Wells city Oasis CDP Montello CDP Owyhee CDP
Esmeralda County, Nevada 89010 89013 89047 Dyer CDP Goldfield CDP Silver Peak CDP
Eureka County, Nevada 89316 89820 89821 Crescent Valley CDP Eureka CDP
Humboldt County, Nevada 89438 89426 89445 89421 89414 89425 89404 Denio CDP Paradise Valley CDP Fort McDermitt CDP Orovada CDP Winnemucca city Golconda CDP Valmy CDP McDermitt CDP
Lander County, Nevada 89820 89310 Kingston CDP Battle Mountain CDP Austin CDP
Lincoln County, Nevada 89043 89042 89017 89008 89001 Panaca CDP Mount Wilson CDP Ursine CDP Caliente city Alamo CDP Hiko CDP Rachel CDP Beaverdam CDP Bennett Springs CDP Pioche CDP Dry Valley CDP
Lyon County, Nevada 89447 89429 89430 89406 89706 89408 89444 89403 89428 Fernley city Silver Springs CDP Yerington city Dayton CDP Smith Valley CDP Stagecoach CDP
Mineral County, Nevada 89420 89422 89427 89415 Schurz CDP Mina CDP Walker Lake CDP Hawthorne CDP
Nye County, Nevada 89409 89022 89023 89061 89060 89041 89048 89003 89049 89045 89020 Gabbs CDP Pahrump CDP Tonopah CDP Beatty CDP
Pershing County, Nevada 89404 89445 89419 89418 Grass Valley CDP Lovelock city Imlay CDP Humboldt River Ranch CDP
Storey County, Nevada 89434 89440 89508 89521 89403 Virginia City CDP
Washoe County, Nevada 89503 89442 89507 89595 89533 89402 89523 89512 89451 89435 89412 89704 89513 89434 89515 89436 89521 89502 89519 89505 89431 89557 89450 89433 89570 89509 89599 89441 89432 89501 89511 89504 89506 89703 89424 89508 89510 89439 Empire CDP Nixon CDP Reno city Sparks city Cold Springs CDP Golden Valley CDP Incline Village CDP Sun Valley CDP Mogul CDP Crystal Bay CDP Wadsworth CDP Gerlach CDP Washoe Valley CDP Lemmon Valley CDP Spanish Springs CDP Sutcliffe CDP Verdi CDP
White Pine County, Nevada 89319 89311 89314 89301 89317 89318 Baker CDP Lund CDP Ruth CDP McGill CDP Ely city Preston CDP
Carson City, Nevada 89712 89714 89701 89713 89705 89423 89711 89703 89702 89721 89706 Carson City
Belknap County, New Hampshire 03276 03246 03269 03254 03252 03289 03253 03809 03226 03837 03225 03237 03218 03299 03249 03245 03217 03256 03220 03263 03810 Barnstead town Laconia city Alton CDP Meredith town Meredith CDP Sanbornton town Tilton Northfield CDP Gilmanton town Belmont CDP Center Harbor town New Hampton CDP Gilford town New Hampton town Belmont town Tilton town Alton town
Carroll County, New Hampshire 03813 03836 03832 03850 03254 03259 03847 03849 03838 03894 03875 03818 03886 03890 03896 03814 03830 03897 03853 03817 03846 03883 03812 03860 03864 03227 03882 03816 03887 03845 03872 Albany town Brookfield town Madison town Wolfeboro CDP Moultonborough town Bartlett CDP Freedom town Center Ossipee CDP Conway CDP Eaton town Ossipee town Suissevale CDP Sanbornville CDP Chatham town Tuftonboro town Tamworth town Wakefield town Melvin Village CDP Wolfeboro town Bartlett town Center Sandwich CDP Hale's location Jackson town Conway town Hart's Location town Union CDP Sandwich town Effingham town North Conway CDP
